tweet_id,tweet_text,year
581228834067996673,not even surprised sturridge is made of paper,2015
638872439280287744,from the big bang only hydrogen helium and lithium were made,2015
593218435753988096,united states hydrogen bomb tests operation dominic a look back in history operation dominic was a se,2015
618112664351281152,element hydrogen is the most common element in our body rings a bell,2015
572985442145943553,some need to know that religion may not tell you water consists of hydrogen and oxygen but certainly makes u enough devoted to discover so,2015
605891441085194244,ammonia hydrochloric acid hydrogen sulfide nhexane nitric compounds and sulfuric acid in the food processing,2015
553764504929320961,big bang theory penny you think a hydrogen molecules atomic mass is laugh track,2015
656960125601640448,got my library hold placed got iain banks hydrogen sonata audiobook too and it can be streamed in a browser how thrilling,2015
659451772243542016,the blimp is filled with helium not hydrogen helium is inert and does not burn or otherwise react with anything,2015
568515650928316416,im hydrogen atoms split me up and mess up ya planet,2015
663644206045392897,hydrogen sulfide ppb detected above threshold gt ppb richmond point richmond area community location,2015
668902230360125440,eurekamag influence of cultivar process maturity and planting date on the dimethyl sulfide and hydrogen sulfide…,2015
604996944952328192,skyward hydrogen pricesdoes the genuine article mucus plb,2015
622247890069659653,deals offers glo science brilliant whitening gels count hydrogen paroxyde or…,2015
656633219798839296,nordehas star formation and molecular hydrogen in dwarf galaxies a nonequilibrium view arxivv,2015
629698299524698112,insani jism me oxygen hota hy calcium hydrogen phosphorous or chlorine hota hy by yousuf z baloch,2015
662194398487187458,originclear inc ooil otcqb originclear effectively eliminates bacteria and hydrogen sulfide in produced,2015
574182220342161408,hydrogen bought for m in is set to have his nd racecourse outing at chelmsford on thursday via,2015
616397893818159105,hydrogen ongoing charges study the zenith peripheral in relation with yours failure bmi,2015
576451078344036352,hall mead winners with a distance of m london schools hydrogen challenge,2015
651322166395322368,hydrogen blueback emotion romantic extra 好き,2015
649144672762228736,nel hydrogen acquired rotoboost h as for undisclosed amount,2015
657459868337467392,test for hydrogen lighted splint,2015
667389013075054592,still in the clouds what a night check out some sessions here,2015
580079774598455297,luxury is in each detail discover hydrogenss collection heregt,2015
673090897865756672,igniting a balloon full of hydrogen oxygen,2015
586987130619961345,science,2015
613713814261993472,dontfracklancs as we wait pls see child death when hydrogen cyanide released when floods hit contaminated landfill,2015
622568923301584896,pictures of for,2015
562555792570982400,effects of hydrogen for sure the two most common elements in the world are hydrogen and stupidityam man is staring at himself,2015
574213038590533633,the two most common elements in universe are hydrogen and stupidity but not in that order have a great,2015
645677819767361536,hydrogen sulfide ppb detected above threshold gt ppb richmond atchison village area community location,2015
579807619893739520,slow strain rate tensile and fatigue properties of cr–mo and carbon steels in a  mpa hydrogen gas atmosphere,2015
584669659233910784,beauty deals gtgt new easytomake rich hydrogen water stick beauty good health an…,2015
665207082640146433,roy mcalister teaching the chemistry and manufacture of hydrogen part via,2015
644322809943052288,carly is the mt vesuvius of cliches,2015
553863967269867521,what ive heard today was cathode anode hydrogen chemistry thing is this what married chem engineering couple talk about abg kakipar,2015
629837863115292672,two hydrogen atoms meet one says ive lost my electron the other says are you sure the first replies yes im positive,2015
622042491878014976,hot deals gtgt glo science brilliant whitening gels count hydrogen paroxyde oral ca…,2015
566297395802038272,further miles agreeably to gallon at nereus and la hydrogen boot ypp,2015
663237201732509696,termites produce up to ltr of hydrogen from digesting a sheet of paper making them one of the planet’s most efficient bioreactors fact,2015
565872140818198528,hydrogen pump i guess bldp plug hygs fcel pick one and be rewarded for next month youre welcome slobs,2015
617528386362064896,there is more stupidity than hydrogen in the universe and it has a longer shelf life frank zappa,2015
590526486794395650,my water is expensive and made with the best me yeah hydrogen and oxygen like all other water on the planet,2015
599980778412474368,health benefits of drinking hydrogen water tech corporation,2015
653535563065217024,thereais more stupidity around than hydrogen and it has a longeryshelf life frank zappa,2015
576503201005903873,procedure en route to weave a harmless hydrogen spout economizer wcmbywly,2015
624657245276475392,mystery beach blast in rhode island blamed on hydrogen gas mystery beach blast in rhode island blamed on comb,2015
639844633816666112,diesel fuel from air neat idea very ineffi via,2015
664988762779353088,just recorded space engineers with planets d they are so cool i also made some changes to my mod list and stuff,2015
636143045390503936,sublattice segregation of hydrogen adsorbates in carbon nanotubes arxivv,2015
590187060696326145,from nppd to burn hydrogen at sheldon station near hallam,2015
561713387826974720,i got hydrogen farts hilaruius ghostadventures apachejunction,2015
596135502413111297,lope thine local whereon lactate inclusive of hho hydrogen socket kits kqgdom,2015
568022771667574784,hydrogen sulphide awareness methanol awareness course nd march – nd march limassol cyprus,2015
588753870546927616,esas galileo prototype gioveb hydrogen atomic scientists revenge by,2015
1322238085959221250,oct the soviet union detonates the largest nuclear device a megaton hydrogen bomb called tsar bomba over novaya zemlya an island in northern russia novayazemlya history coldwar ad,2020
1256485054966050816,intriguing mitochondrial hydrogen peroxide release is sufficent for symmetry breaking in the c elegans embryo,2020
1243807635935289345,duke university uses vaporized hydrogen peroxide to clean n face masks for reuse social,2020
1331664485464104965,i ate tacos and now im ready to explode exploding head  help  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing ,2020
1222711828276482048,good morning congress woman mccollum in you aske marathon petroleum to stop using hydrogen fluoride at its st paul park refinery what is the response an status on you request you are aware this is a very dangerous gas if leaked into the atmosphere,2020
1227235868689227776,used by plumbers housing associations landlords in the uk huwasan tr is a great chemical for tank disinfection contact safesol if you are interested in working with the product or looking to get involved in legionella control,2020
1291532103352426496,v s severin the influence of the electric polarization of hydrogen atoms on the red shift of its spectral lines astrophga,2020
1337646728934146049,i am like a hydrogen balloon even if you put me down i would fly high hbdsuperstarrajinikanth annaatthe,2020
1251551008964083724,“china should immediately announce a complete writeoff of the more than billion that its government banks and contractors extended to countries in africa between and ” poverty china obyezekwesili coronavirus covid,2020
1234261201917485065,how to instantly whiten teeth with baking soda and hydrogen peroxide,2020
1316363510847287296,results of advanced simulations may reconcile data from several recent – and seemingly contradictory – experiments,2020
1224420332423057409,why is the sun,2020
1278651225551093760,when you put hydrogen peroxide in your ear,2020
1244312275776757760,news summary big increases in spain japan switzerland turkey italy says peak yet to come pope calls for global ceasefire dr birx warns all us states to prepare spanish flu survivor dies from coronavirus ppe gear to be cleaned by hydrogen peroxide,2020
1301878952659685377,hydrogen cyanide  red heart  fluorine is surrealism,2020
1278072325506818049,guy mystery hydrogen half shine fund racing appeal successful shocking proud dressed,2020
1292262495101624320,hydrogenation is a chemical reaction between molecular hydrogen h and another compound or element usually in the presence of a catalyst such as nickel  palladium or platinum the process is commonly employed to reduce or saturate organic compounds hbdmaheshbabu master,2020
1314352761518133249,fill it to the rim with grim brim and dim we would buy hydrogen plays near and far,2020
1269653412871909378,good morning,2020
1257491004720123907,hydrogen peroxide really makes my knee sizzle like bacon,2020
1264794838932819968,hydrogen inhalation machines hydrogen molecular discovery safe and healthy health is wealth,2020
1307734155183226884,the latest the anil dhawan daily techskills hydrogen,2020
1288144725158039553,have you heard of activated hydrogenwater there are skincareproducts you can use to drastically improve the effect of all skin care products in your skincare regimen check it out for yourself women skin skincareroutine antiaging womenshealth,2020
1229502363683246089,teamscorpion throwing water bottle worked better hydrogen vents water bottle sets it on fire toby has nitrogen in his blood needs to get out crap plasma will enter the collider end the solar system paige comes up with plan to save toby walt impressed savescorpion,2020
1223426602500939776,and use hydrogen powere magnet like a crain and inlay cogs for generator using magnetic pull so ion rock plates right with small magnit generator by have two inner oval magnets spinning and have tanks of pressurized ch oxy gen and hydrogen with pancake hydralic piston silicone,2020
1233830655127101441,discovery by scientists of nasa they discover that jupiter has more water than anyone imagined the data obtained by the juno probe allow estimating that hydrogen and oxygen atoms constitute about of the molecules in the atmosphere in the,2020
1297891409496879106,were delighted to announce the four latest members of the uk hfca nanosun bayotech m d allen engineering and diffusion alloys visit our website to find out more,2020
1225488045773815809,i added the opossum finger to my hydrogen peroxide container the skunk tail from last week is almost finished so excellent,2020
1225697070507364352,had debated between two possible theories of hydrogen atom or split suikasays,2020
1297975766714523648,has officially gone too far iain m banks’ phlebas tv adaptation no longer happening,2020
1292875890217582592,i’m drinking that ginger ale bold that’s the fucking vaccine holy shit feels like i’m swallowing tv static with a little bit of hydrogen peroxide,2020
1238578771420237830,dyi l covid hand sanitizer isopropyl alcohol ml hydrogen peroxide ml glycerol ml water ml aloa vera tsp witch hazel tsp vitamin e oil tsp tee tree essential oil drops lavender essential oil drops mix shake,2020
1322475757046738944,green coloration on meat is due to bacteria growth that produce hydrogen peroxide which combines with myoglobin to form the green color foodsafety is an economic concern,2020
1245269150462689280,all i need is one bottle of hydrogen peroxide and i cant find it anywhere not on amazon or ebay or even walmart why are people hoarding everything,2020
1250994378681667584,usvirus new orleans health workers recycling tbeir masks due to supply chain problems decontamntg masks is commonvaporised hydrogen peroxide method being used extensively if successful will expand life of usable masks  face with rolling eyes ,2020
1237075770062721024,theoretically theoretically could you poison someone with hydrogen peroxide and have the evidence destroyed because hydrogen peroxide breaks down in light,2020
1340859124091904001,if h is water and h is hydrogen peroxide what is h drinking,2020
1234283846771732480,polyester fibers may also be bleached with hydrogen peroxide or sodium hypochlorite–中英雙語句子,2020
1278723992166313984,gargle with hydrogen peroxide thank me later,2020
1269342868105318401,cleaninghacks cutting boards with hydrogen peroxide,2020
1253769148187856898,evaluating the virucidal efficacy of hydrogen peroxide vapour request pdf,2020
1243410746576236545,cleaninghacks cleaningup kids toys with hydrogen peroxide,2020
1306956759274336257,oa gold–palladium colloids as catalysts for hydrogen peroxide synthesis degradation and methane oxidation effect of the pvp stabiliser led by simon j freakley graham j hutchings,2020
1342843778424569858,„the hydrogen zombie keeps marching on“,2020
1244666340155236353,study commissioned by fda showed that hydrogen peroxide vapourhpv was effective in decontaminating n respirators for multiple cycles of decontamination the respirator maintained its function even after – cycles of hpv but showed signs of degradation after this,2020
1294142283432919043,as a promotion for science week in the preparatory school next week dr harris and mr wight decided to have some fun with science at this mornings assembly making elephant toothpaste using hydrogen peroxide and detergent inquirylearning projectbasedlearning funwithscience,2020
1323337746929385477,okay i have a question for any of my friends whove stretched there ears everyday i clean mine and whatever i have in them but its constantly itching like ive used soap and water and even stuff like hydrogen peroxide and nothing seems to make that itching feeling go away,2020
1243580012139331590,i was cleaning my piece but had forgotten that i have a cut on my finger upside down face  reminds of of the good ol hydrogen peroxide on the scraped knees days,2020
1332473075435180033,cleaninghacks cleaningup refrigerator with hydrogen peroxide,2020
1284642155147993088,why is hydrogen peroxide sold in such big bottles if it expires months after opening who is using that much,2020
1253707796492759040,can gargling with hydrogen peroxide help with coronovirus,2020
1215660089006350337,top hydrogen peroxide hacks that will change the way you clean forever,2020
1257462564830810112,check out rexall hydrogen peroxide trigger spray bottle fl oz ea pack first aid rexall via,2020
1249938365048188928,hydrogen peroxide removes blood from your body,2020
1293895392598413313,hydrogen peroxide cleaning,2020
1238535240035053568,hi curious about the effectiveness of ultra violet light hydrogen peroxide and triclosan against coronavirus,2020
485116353494667264,hydrogen peroxide miraculous cures discover the hidden health and beauty benefits,2014
534503694570901506,“ yeast and warm water are poured into a container of dish soap hydrogen peroxide and food coloring,2014
466589475230195714,acid alkali hydrogen water salt,2014
492241698098282496,hydrogen peroxide cures learn the extraordinary cures benefits and healing properties,2014
654851459431854081,nice perspective on the importance of hydrogen peroxide in climate change,2015
1292720880724869120,just listened to episode where you answer a question on qtips and mention you use them because you dont want ear wax buildup my doctor recently told me to stop using them and instead put a few drops of hydrogen peroxide inside my ears it works and feels wild,2020
1214429763265290245,i spent the last two hours working on a chem lab for ap chemistry and i’m not even halfway done because i’m stuck on a calculation and my dumb brain can’t remember how i transferred ml of hydrogen peroxide into the solution now it’s ami need a minute fanfic break  loudly crying face ,2020
1253894241631252481,i actually had a magat tell me vitamin c is really disinfecting your insides like hydrogen peroxide in defense of the dumbass,2020
498191363360718849,dont ever do a deer skull mount with hydrogen peroxide it doesnt work,2014
426071970799570945,prettycoolstuff rt the reaction when blood meets hydrogen peroxide,2014
454482600682614784,shtf medical article of the day how to purify water with hydrogen peroxide,2014
485591073893658624,hydrogen peroxide miraculous cures discover the hidden health and beauty benefits,2014
422072253639974912,im seriously scared to put hydrogen peroxide on my cut in my stomach,2014
483717798393167873,trying this listerine and hydrogen peroxide pedi if if doesnt work at least my feet will be minty…,2014
490779436808011776,possibly shouldnt have used hydrogen peroxide solution on a willy wound just had to peel the kid off the ceiling,2014
473652199973998592,hydrogen peroxide neosporin anbesol my new routine before bed ugh  persevering face  hurting,2014
451439526750461952,anyone on this campus have hydrogen peroxide,2014
515539892102000640,hydrogen peroxide how to clean naturally improve your health and much much more h,2014
482888843566522368,oz of food grade hydrogen peroxide the best on the market with free ounce dr,2014
469677701801201664,didnt think hydrogen peroxide was such a desired product until we had to drive to wellington shoppers bc everywhere else was sold out fuck,2014
485991760213319680,oz of food grade hydrogen peroxide the best on the market with free ounce dr,2014
507106515786809344,honey has hydrogen peroxide kaya pala it sorta helps in bleaching o,2014
525877163023556608,this what happens when you drop blood into hydrogen peroxide thats disgusting,2014
510632762517512192,hydrogen peroxide mixed with potassium iodide,2014
508633035009720320,update never i repeat never try to clean out turf burn on your face with hydrogen peroxide you might as well have set your face on fire,2014
488899124402458624,i had to click through screens before it told me i need hydrogen peroxide which i dont have,2014
442073206460268544,went to meijer for rice flour and hydrogen peroxide walked out with that and cheetos,2014
428547444947693568,well i found my plugs at cheerthen i soaked them in alcohol and hydrogen peroxide for hours i dont wanna know what they went through,2014
504130643089838080,oviistarz china seizes chicken feet tainted by hydrogen peroxide oviistarz,2014
521336464026517504,i liked a video manganese dioxide hydrogen peroxide,2014
519687234073526273,this is what happens when hydrogen peroxide mixed with potassium iodide chemistry maybe,2014
494219094187466756,my mother managed to put hydrogen peroxide in her eye instead of contact solution  face with crossed out eyes  see no evil monkey  this is why she needs me imherbrain,2014
482712654180777985,i just accidentally drank a shot size of hydrogen peroxide  face with medical mask ,2014
525641284430483456,new gold and copper extraction process developed using an amino acid–hydrogen peroxide system submitted by,2014
505168562109956097,household uses for hydrogen peroxide,2014
442336604862967808,has anybody ever tried dipping pepper seeds in hydrogen peroxide to enhance germination gardenchat,2014
543077567989706752,ld lead oxide catalysed decomposition of hydrogen peroxide via,2014
495670294128766976,two oz percent food grade hydrogen peroxide with two free dropper bottles two oz percent food g,2014
498273895687139328,i really need hydrogen peroxide persevering face ,2014
543274521466130432,hydrogen peroxide catalyzed by potassium iodide,2014
440214896433569793,hydrogen peroxide magic love recipes come follow me i am always posting awesome stuff on my timeline you,2014
507924806478483457,gallon tank hydrogen peroxide dip for plant with algae,2014
530766249002012672,hydrogen peroxide mixed with potassium iodide,2014
488803970039959552,before you try hydrogen peroxide on your rugs or carpets call us dont ruin your home with false advice,2014
481803629297684480,oz of food grade hydrogen peroxide the best on the market with free ounce dr,2014
453990604754939904,essential oxygen hydrogen peroxide food grade spray oz essential oxygen hy,2014
460101501537370112,spraying hydrogen peroxide on s open wounds makes me realize im really not cut out to be a dominatrix,2014
484528133631012864,hydrogen peroxide makes my ear all tingly,2014
523833276889571329,because of hydrogen peroxide i got genital herpes,2014
524148582715506689,hydrogen peroxide mixed with potassium iodide yass,2014
427540882045157376,i need hydrogen peroxide  weary face ,2014
487583160356450305,eli how do hydrogen peroxide and rubbing alcohol clean out wounds submitted by jdizzle link comments,2014
463682978745311233,hot free bottle of up up hydrogen peroxide at target,2014
485377237256921088,i put both rubbing alcohol and hydrogen peroxide on my cut im golden af,2014
463893146435203074,hydrogen peroxide first aid antiseptic solution oz case of bottles hydrog,2014
488477239009619970,discover amazing uses for hydrogen peroxide,2014
445425888638038016,fuck this hydrogen peroxide but atleast itll heal my throat  unamused face  unamused face ,2014
494241913126391808,unintentionally put hydrogen peroxide in my eye get on my level,2014
445901532601413633,blood meets hydrogen peroxide via,2014
504128333995847681,new post china seizes chicken feet tainted by hydrogen peroxide,2014
428570718516051968,oh hydrogen peroxide you do so many things you deserve more attention here’s a list of the many benefits of,2014
504483956100571136,china seizes tons of chicken feet tainted by hydrogen peroxide,2014
1197602545121841152,you glance across the bar and see a sad disheveled man chugging hydrogen peroxide wwyd,2019
1206784863556096000,bad friends break my lil heart i’m getting heart blood all over someone follow behind me with some hydrogen peroxide it’s too late fatality,2019
1203699645559590913,combine tablespoon each of dry yeast and warm water add food coloring pour into watermelon add half cup hydrogen peroxide and tablespoon dish detergent add to watermelon and stand back,2019
1194520116920225794,hydrogen peroxide used in offshore salmon farming all waste goes into the sea land farmers much more regulated get much more flak,2019
1198454191267745798,i just shoved cc of hydrogen peroxide down my dogs throat for eating something he’s very mad at me,2019
1188040811767894016,what i want to draw ateez what i am drawing hydrogen peroxide production process flow diagram,2019
1190689465989074944,closed my finger in the dog park gate at my complex and paranoid soul that i am not only did i wash it with soap and water but i put hydrogen peroxide on it and neosporin,2019
1179412570748391426,i would simply switch to hydrogen peroxide it works every bit as well on most nasty cuts scrapes ifallthealcoholdisappeared,2019
1187583252153815042,crazy how someone died from mixing hydrogen peroxide and bleach into their vape juice,2019
1193166592634433536,hydrogen peroxide is not recommended for cuts and wounds and actually slows healing by killing the healthy skin cells  woman blond hair  factmaniac,2019
1186659735572905984,hydrogen peroxide metabolism in interkingdom interaction between bacteria and wheat seeds and seedlings,2019
1203202808834596865,cleaning heatlh toothbrushes with hydrogen peroxide,2019
1209375719899488256,cleaninghacks beauty canker sores with hydrogen peroxide,2019
1120861963175833602,when people ask for rubbing alcohol or hydrogen peroxide i always ask brown or white bottle  woman facepalming medium light skin tone  grinning face with sweat ,2019
1191476519497015296,cleaning cleaningup vinly flooring with hydrogen peroxide,2019
1183707852877258752,if ho is water and ho is hydrogen peroxide what is ho drinking,2019
1204554206620913664,use hydrogen peroxide for your mouthwash,2019
1190245907285135360,great yr biology practical looking at different concentrations of hydrogen peroxide and the effect on gas production,2019
1192536700335140864,a woman comes into the pharmacy asking for plant pathogenic hydroxy acid me come again do you mean hydrogen peroxide maam yes sonnyboy thats the thing self i swear the biggest challenge of pharmacy is determining what these people asking for,2019
